hh,sex,age,lga,edu,mrt_status,fmly_size,m_income,cfuel,ipollut,rbiomass,dailycook,avl_lpg,aff_lpg,Electricity,hrs_elect,aff_elct,exp_elct,source_light,exp_lpg,exp_nonlpg,aff_solide,hh_appl,edu_appl,c_appl,occupation,hh_exp,housing,wall,floor,rooms,bank,bank_acct,b_facility,road,raod_dist,schl,type_sch,dst_sch,sch_days,sch_drpout,chld_labor,h_facility,dist_hfacility,illiness,waterborne,resp_disease,eye_disease,child_death,maternalcare,square_meal,health_ins,rooms_per_person,people_per_room
131.0,1,4.0,2,7,1,7,2,4,2,2.0,2.0,1,3,2.0,0.0,2.0,200.0,2.0,0.0,0.0,3,1,1,1,3,80000.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,2,1,1.0,3.0,5,1,1.0,1.0,3.0,5.0,2,3.0,1,0,2.0,3.0,1.0,0.625,1.1666666666666667
132.0,1,2.0,2,3,1,3,1,4,1,2.0,3.0,1,2,1.0,0.0,2.0,2000.0,2.0,0.0,0.0,2,1,1,1,1,30000.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2,1,1.0,2.0,5,1,0.0,1.0,2.0,1.0,0,0.0,0,0,1.0,3.0,2.0,1.0,0.6
133.0,1,5.0,2,5,4,10,2,6,1,3.0,2.0,1,2,1.0,0.0,1.0,0.0,2.0,1000.0,3000.0,2,1,1,1,1,60000.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2,1,1.0,3.0,5,2,0.0,1.0,2.0,0.0,0,0.0,0,0,1.0,3.0,1.0,0.36363636363636365,2.0
134.0,1,3.0,2,6,1,9,1,1,1,2.0,3.0,2,5,1.0,5.0,2.0,0.0,2.0,8000.0,15000.0,2,1,2,1,1,60000.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2,1,1.0,2.0,4,1,2.0,1.0,12.0,0.0,5,6.0,0,2,2.0,3.0,1.0,0.3,2.25
135.0,1,3.0,2,5,4,4,4,6,1,3.0,3.0,1,2,1.0,4.0,2.0,3000.0,2.0,7200.0,12000.0,2,1,1,1,1,60000.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2,1,1.0,1.0,5,2,1.0,1.0,1.0,2.0,2,0.0,0,0,1.0,3.0,2.0,0.8,0.8
136.0,1,3.0,2,4,1,8,3,4,2,3.0,3.0,2,3,2.0,0.0,2.0,5000.0,2.0,6000.0,3500.0,3,1,1,1,2,3000.0,2.0,2.0,2.0,10.0,1.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,2.0,0.0,1,0.0,0,0,1.0,3.0,1.0,1.1111111111111112,0.7272727272727273
137.0,1,4.0,2,4,1,8,3,4,2,3.0,3.0,2,3,1.0,3.0,2.0,2000.0,2.0,0.0,9900.0,3,1,1,1,1,90000.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.4,8.0,0,0.0,1,0,1.0,3.0,2.0,0.4444444444444444,1.6
138.0,2,3.0,2,1,3,5,2,4,1,2.0,3.0,2,4,1.0,2.0,2.0,0.0,2.0,0.0,100.0,3,1,1,1,3,60000.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1,2,4.0,1.0,4,2,2.0,2.0,1.0,5.0,0,0.0,0,2,2.0,3.0,1.0,0.3333333333333333,1.6666666666666667
139.0,1,3.0,2,7,1,10,3,4,1,3.0,3.0,2,3,2.0,0.0,2.0,100.0,4.0,5000.0,2000.0,3,2,1,1,1,4000.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,2,1,2.0,1.0,5,2,2.0,1.0,1.0,11.0,3,4.0,2,0,1.0,3.0,1.0,0.45454545454545453,1.6666666666666667
140.0,1,2.0,2,1,1,4,2,3,2,1.0,3.0,2,4,2.0,0.0,2.0,5000.0,2.0,4500.0,3000.0,3,1,1,1,3,3000.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,4.0,0,0.0,0,2,2.0,3.0,1.0,0.8,0.8
141.0,1,5.0,2,7,1,3,2,4,1,3.0,3.0,2,5,1.0,0.0,2.0,1500.0,6.0,3000.0,3000.0,2,1,2,2,1,30000.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3,1,1.0,2.0,5,2,0.0,1.0,3.0,2.0,0,1.0,0,0,2.0,3.0,2.0,0.75,0.75
142.0,1,3.0,2,5,1,2,1,3,1,3.0,3.0,2,5,1.0,0.0,2.0,1500.0,2.0,3750.0,1000.0,2,2,1,1,3,10000.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2,1,2.0,1.0,5,2,0.0,1.0,2.0,3.0,1,4.0,0,2,1.0,3.0,2.0,1.0,0.5
143.0,1,3.0,2,5,1,5,2,4,1,3.0,3.0,2,5,1.0,0.0,2.0,0.0,2.0,0.0,5000.0,2,2,1,1,1,60000.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3,1,2.0,1.0,5,2,0.0,1.0,1.0,2.0,2,0.0,0,1,2.0,3.0,1.0,0.5,1.25
144.0,1,5.0,2,4,1,7,2,3,1,2.0,3.0,2,5,1.0,0.0,2.0,2000.0,1.0,3000.0,1000.0,2,1,1,1,1,25000.0,2.0,3.0,2.0,7.0,1.0,1.0,2.0,1.0,2,1,2.0,1.0,5,2,0.0,1.0,0.5,2.0,0,0.0,0,2,1.0,3.0,2.0,0.875,0.875
145.0,1,4.0,2,1,1,16,1,4,2,3.0,3.0,2,5,1.0,0.0,2.0,2000.0,2.0,3750.0,5000.0,2,1,1,1,1,40000.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3,1,1.0,1.0,5,2,0.0,1.0,1.0,2.0,4,10.0,12,0,1.0,2.0,1.0,0.11764705882352941,5.333333333333333
146.0,1,4.0,2,5,1,6,3,4,1,3.0,3.0,2,3,1.0,4.0,2.0,1500.0,2.0,4500.0,8000.0,3,1,1,1,2,150000.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2,1,1.0,1.0,5,2,0.0,1.0,1.0,2.0,0,0.0,0,0,2.0,3.0,1.0,0.5714285714285714,1.2
147.0,1,4.0,2,5,2,2,5,2,1,1.0,1.0,2,5,2.0,0.0,2.0,0.0,2.0,6000.0,3500.0,2,2,1,1,2,3000.0,2.0,3.0,2.0,10.0,1.0,2.0,1.0,1.0,1,1,2.0,2.0,4,1,0.0,1.0,2.0,1.0,1,1.0,1,1,1.0,3.0,2.0,3.3333333333333335,0.18181818181818182
148.0,1,4.0,2,5,4,2,1,6,1,3.0,2.0,1,2,2.0,0.0,2.0,2000.0,2.0,9000.0,9000.0,2,1,1,1,1,80000.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3,1,2.0,0.5,5,2,2.0,1.0,1.0,3.0,5,0.0,0,0,2.0,2.0,1.0,1.3333333333333333,0.4
149.0,1,5.0,2,7,1,9,2,4,1,1.0,2.0,1,2,1.0,5.0,2.0,400.0,2.0,3000.0,8000.0,2,2,1,1,3,3000.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,2.0,1.0,1.0,3.0,4,6.0,3,1,1.0,3.0,1.0,0.5,1.5
150.0,1,3.0,2,5,1,5,6,4,2,3.0,3.0,1,3,2.0,15.0,2.0,2000.0,2.0,6000.0,1500.0,3,2,1,1,2,160000.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,3,1,1.0,2.0,4,1,0.0,1.0,1.0,2.0,10,6.0,0,2,2.0,2.0,2.0,1.0,0.7142857142857143
151.0,1,5.0,2,3,2,5,6,4,2,3.0,3.0,1,4,1.0,5.0,2.0,2000.0,2.0,4000.0,3000.0,3,2,2,1,2,6000.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3,1,2.0,1.0,5,1,2.0,1.0,3.0,5.0,6,10.0,0,0,1.0,3.0,2.0,0.6666666666666666,1.0
152.0,1,3.0,2,5,1,4,2,4,1,3.0,3.0,1,4,1.0,2.0,2.0,2000.0,2.0,10000.0,3000.0,3,1,1,1,1,50000.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2,1,3.0,1.0,5,2,3.0,1.0,1.0,2.0,2,0.0,0,0,1.0,3.0,1.0,0.6,1.0
153.0,1,3.0,2,7,1,9,2,2,1,1.0,3.0,2,4,1.0,5.0,2.0,1000.0,2.0,5000.0,2000.0,3,2,1,1,3,3000.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,2,1,2.0,2.0,5,1,2.0,1.0,0.5,3.0,4,6.0,2,2,1.0,3.0,1.0,0.5,1.5
154.0,1,6.0,2,1,1,15,2,1,1,1.0,3.0,2,5,1.0,1.0,2.0,500.0,2.0,5000.0,20000.0,2,1,1,1,3,60000.0,1.0,2.0,2.0,15.0,2.0,2.0,2.0,1.0,3,2,1.0,0.5,4,2,0.0,1.0,3.0,3.0,2,0.0,1,5,1.0,3.0,2.0,0.9375,0.9375
155.0,1,3.0,2,4,1,2,2,3,1,2.0,2.0,1,4,1.0,0.0,2.0,1000.0,2.0,4400.0,8000.0,3,1,1,1,3,60000.0,2.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0,1,1,4.0,0.0,0,2,0.0,1.0,1.5,1.0,1,0.0,0,2,1.0,3.0,2.0,1.6666666666666667,0.3333333333333333
156.0,1,4.0,2,1,1,9,2,3,2,1.0,3.0,2,4,1.0,0.0,2.0,1000.0,2.0,0.0,7000.0,3,2,2,1,1,50000.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1,1,2.0,3.0,5,2,2.0,1.0,1.0,3.0,2,1.0,0,2,1.0,3.0,1.0,0.4,1.8
157.0,1,2.0,2,4,1,8,3,3,1,2.0,3.0,2,4,1.0,2.0,2.0,2000.0,1.0,5000.0,14000.0,3,1,1,1,1,70000.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1,1,2.0,0.5,5,2,2.0,1.0,1.0,0.0,3,0.0,0,1,2.0,3.0,1.0,0.6666666666666666,1.1428571428571428
158.0,1,3.0,2,4,1,13,2,3,1,2.0,3.0,2,4,1.0,0.0,2.0,0.0,2.0,0.0,9000.0,3,1,1,1,2,120000.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,5.0,3,0.0,0,2,2.0,3.0,1.0,0.2857142857142857,2.6
159.0,1,4.0,2,6,4,6,4,6,1,2.0,3.0,1,2,1.0,1.0,2.0,1000.0,1.0,750.0,9000.0,2,1,1,1,1,120000.0,2.0,3.0,3.0,8.0,2.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,5.0,2,0.0,0,0,2.0,3.0,1.0,1.1428571428571428,0.6666666666666666
160.0,1,2.0,2,3,1,9,2,3,1,2.0,3.0,2,5,1.0,1.0,2.0,500.0,2.0,0.0,15000.0,2,2,1,1,2,50000.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,2.0,2,0.0,1,1,1.0,3.0,2.0,0.2,3.0
161.0,1,3.0,2,3,1,5,2,3,2,2.0,2.0,2,5,1.0,2.0,2.0,500.0,2.0,3000.0,4000.0,2,1,1,1,2,100000.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1,1,1.0,1.0,5,2,0.0,1.0,1.0,2.0,1,0.0,1,2,1.0,3.0,1.0,0.6666666666666666,1.0
162.0,1,3.0,2,4,1,10,2,3,1,2.0,3.0,2,5,1.0,1.0,2.0,1000.0,1.0,0.0,8070.0,2,1,1,1,1,90000.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,10.0,1,0.0,0,2,1.0,3.0,1.0,0.45454545454545453,1.6666666666666667
163.0,1,3.0,2,3,1,13,1,3,1,2.0,3.0,2,5,1.0,0.0,2.0,1000.0,2.0,2500.0,5000.0,2,2,1,1,3,45000.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,2.0,1.0,1.0,0.0,1,0.0,1,1,1.0,3.0,2.0,0.42857142857142855,1.8571428571428572
164.0,1,6.0,2,1,1,9,2,3,1,1.0,3.0,2,5,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2,2,1,1,3,3000.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,4,1,1.0,1.0,1.0,2.0,1,0.0,3,4,1.0,3.0,2.0,0.4,1.8
165.0,1,6.0,2,2,1,10,3,1,2,2.0,3.0,2,5,1.0,1.0,2.0,1000.0,2.0,0.0,23000.0,2,2,1,1,3,57000.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,1,1,2.0,2.0,4,1,2.0,1.0,1.0,6.0,3,1.0,4,5,1.0,3.0,2.0,0.5454545454545454,1.4285714285714286
166.0,1,4.0,2,2,1,13,2,1,1,1.0,3.0,2,5,1.0,1.0,2.0,1000.0,2.0,0.0,1000.0,2,2,1,1,1,60000.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,4,1,0.0,1.0,1.0,3.0,0,1.0,0,2,1.0,3.0,1.0,0.21428571428571427,3.25
167.0,1,2.0,2,3,1,6,1,3,2,2.0,3.0,2,5,1.0,3.0,1.0,1000.0,2.0,0.0,5000.0,2,1,1,1,3,20000.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2,1,3.0,1.0,5,2,0.0,1.0,1.0,6.0,2,1.0,1,2,1.0,3.0,2.0,0.42857142857142855,1.5
84.0,1,2.0,2,1,1,11,1,3,2,1.0,3.0,2,5,1.0,0.0,2.0,1000.0,2.0,0.0,9000.0,2,2,1,1,3,30000.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1,1,3.0,0.5,5,2,0.0,1.0,1.0,6.0,1,2.0,2,2,1.0,3.0,2.0,0.4166666666666667,1.8333333333333333
84.0,1,4.0,2,1,1,8,2,3,2,2.0,3.0,2,5,1.0,0.0,1.0,1500.0,2.0,0.0,8400.0,2,2,1,1,2,45000.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1,2.0,1.5,5,2,2.0,1.0,1.5,3.0,2,0.0,1,2,1.0,3.0,2.0,0.4444444444444444,1.6
84.0,1,3.0,2,4,1,12,2,3,2,2.0,3.0,2,5,1.0,1.0,1.0,500.0,2.0,0.0,10000.0,2,2,1,1,3,45000.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,5,2,2.0,1.0,1.0,2.0,2,0.0,1,2,1.0,3.0,2.0,0.38461538461538464,2.0
84.0,1,2.0,2,1,1,4,2,3,2,2.0,3.0,2,5,1.0,0.0,2.0,0.0,2.0,0.0,7000.0,2,2,2,1,3,30000.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1,1,3.0,1.0,5,2,0.0,1.0,1.0,2.0,0,0.0,0,2,2.0,3.0,2.0,0.8,0.8
84.0,1,5.0,2,1,1,7,2,3,2,2.0,3.0,2,5,1.0,1.0,2.0,500.0,2.0,0.0,9000.0,2,2,1,1,3,40000.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,2.0,1,0.0,0,2,1.0,4.0,2.0,0.375,1.75
84.0,1,3.0,2,4,1,5,2,3,2,2.0,2.0,2,5,1.0,0.0,2.0,2000.0,2.0,0.0,9000.0,2,1,1,1,3,60000.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,2.0,0,0.0,0,2,1.0,3.0,2.0,0.6666666666666666,1.0
84.0,1,3.0,2,4,1,7,1,1,1,1.0,3.0,2,5,1.0,2.0,2.0,1000.0,2.0,0.0,15000.0,2,1,1,1,3,80000.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,1,1,2.0,0.5,4,1,0.0,1.0,1.0,2.0,1,1.0,1,2,1.0,3.0,1.0,0.625,1.1666666666666667
84.0,1,5.0,2,3,1,27,2,3,1,2.0,3.0,2,3,1.0,1.0,2.0,1200.0,2.0,0.0,15000.0,3,2,1,1,1,60000.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,2.0,0,0.0,0,1,1.0,3.0,1.0,0.14285714285714285,5.4
84.0,1,5.0,2,4,1,12,4,3,2,2.0,3.0,1,5,1.0,4.0,2.0,1500.0,2.0,5000.0,3000.0,2,1,1,1,1,120000.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1,1,2.0,0.5,5,2,1.0,1.0,0.5,4.0,2,0.0,1,1,2.0,2.0,1.0,0.46153846153846156,1.7142857142857142
84.0,1,2.0,2,1,1,2,1,3,1,1.0,3.0,2,5,2.0,0.0,2.0,1000.0,2.0,0.0,7000.0,2,2,2,1,3,20000.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,4.0,1.0,4,2,0.0,1.0,0.5,1.0,1,0.0,0,2,2.0,3.0,2.0,0.6666666666666666,0.6666666666666666
84.0,1,3.0,2,3,1,15,3,3,2,1.0,2.0,2,4,1.0,0.5,2.0,3000.0,2.0,0.0,5800.0,3,1,1,1,5,85000.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,2,1,2.0,1.0,5,2,2.0,1.0,1.0,3.0,2,0.0,0,1,1.0,2.0,2.0,0.375,2.142857142857143
84.0,1,3.0,2,1,1,6,1,3,2,1.0,3.0,2,4,1.0,1.0,2.0,800.0,2.0,0.0,5000.0,3,2,2,1,3,30000.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1,1,2.0,0.5,5,2,2.0,1.0,0.5,6.0,3,1.0,0,2,1.0,3.0,2.0,0.7142857142857143,1.0
84.0,1,6.0,2,1,1,11,2,3,2,2.0,3.0,2,5,1.0,1.0,2.0,1000.0,2.0,0.0,12000.0,2,2,1,1,2,60000.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,2.0,1,0.0,1,2,2.0,3.0,2.0,0.3333333333333333,2.2
84.0,1,3.0,2,4,1,8,2,3,1,2.0,3.0,2,4,1.0,0.5,2.0,2000.0,2.0,0.0,8000.0,3,1,1,1,1,150000.0,2.0,3.0,3.0,9.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,4.0,2,0.0,1,2,2.0,3.0,1.0,1.0,0.8
84.0,1,4.0,2,4,1,8,2,3,2,2.0,3.0,2,3,1.0,1.0,2.0,1000.0,2.0,0.0,20000.0,3,1,1,1,1,60000.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,2.0,1,0.0,0,2,1.0,3.0,1.0,0.4444444444444444,1.6
84.0,1,4.0,2,1,1,16,5,3,1,2.0,3.0,2,4,1.0,1.0,1.0,1000.0,2.0,0.0,10000.0,3,1,1,1,2,40000.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,3.0,2,0.0,1,1,1.0,3.0,2.0,0.17647058823529413,4.0
84.0,1,3.0,2,1,1,6,2,3,1,1.0,2.0,1,4,1.0,1.0,2.0,1000.0,2.0,0.0,5000.0,3,1,1,1,3,90000.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,2,1,2.0,2.0,5,2,0.0,1.0,3.0,5.0,1,0.0,1,2,1.0,3.0,1.0,0.8571428571428571,0.8571428571428571
84.0,1,5.0,3,2,4,15,1,1,2,1.0,2.0,2,5,2.0,0.0,2.0,2000.0,2.0,0.0,8000.0,2,2,1,1,3,35000.0,1.0,2.0,2.0,20.0,2.0,2.0,2.0,1.0,3,1,3.0,1.0,4,1,0.0,1.0,1.0,5.0,3,1.0,1,3,1.0,1.0,1.0,1.25,0.7142857142857143
84.0,1,2.0,3,3,1,5,1,1,2,1.0,2.0,2,5,2.0,0.0,2.0,2000.0,2.0,0.0,9000.0,2,2,2,1,3,90000.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,2,2,3.0,4.0,4,1,0.0,2.0,4.0,6.0,2,1.0,0,5,1.0,2.0,2.0,0.6666666666666666,1.0
84.0,1,4.0,3,1,1,15,2,1,2,1.0,3.0,2,5,2.0,0.0,1.0,0.0,5.0,0.0,9000.0,2,2,2,1,1,90000.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,4,1,0.0,1.0,1.0,4.0,4,1.0,0,4,1.0,3.0,1.0,0.4375,1.875
84.0,1,5.0,3,1,1,5,1,1,2,1.0,3.0,2,5,1.0,3.0,2.0,2000.0,2.0,0.0,3000.0,2,2,1,1,3,45000.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2,1,2.0,1.0,4,1,0.0,1.0,1.0,3.0,1,0.0,0,6,1.0,3.0,2.0,1.0,0.7142857142857143
84.0,1,2.0,3,3,1,3,1,3,1,1.0,2.0,1,4,1.0,5.0,1.0,2000.0,2.0,0.0,4000.0,3,2,2,2,3,45000.0,2.0,3.0,2.0,8.0,2.0,1.0,2.0,1.0,1,1,4.0,1.0,4,1,1.0,1.0,4.0,1.0,1,0.0,0,2,1.0,3.0,2.0,2.0,0.3333333333333333
84.0,1,5.0,3,1,1,10,2,3,2,3.0,2.0,1,5,1.0,2.0,2.0,2500.0,2.0,0.0,11000.0,2,1,2,1,5,80000.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,1.0,0,0.0,1,2,2.0,2.0,2.0,0.36363636363636365,2.0
84.0,1,5.0,3,1,1,5,1,2,2,2.0,2.0,2,4,1.0,1.0,2.0,1200.0,2.0,0.0,2000.0,3,2,1,2,2,60000.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1,1,2.0,2.0,4,2,0.0,1.0,1.0,3.0,1,0.0,0,2,1.0,1.0,2.0,0.6666666666666666,1.0
84.0,1,3.0,3,5,4,4,1,6,1,2.0,2.0,1,2,1.0,3.0,2.0,2000.0,2.0,3750.0,1000.0,2,1,2,1,1,30000.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1,1,1.0,1.0,5,2,0.0,1.0,1.0,2.0,0,0.0,0,0,2.0,2.0,2.0,0.8,0.8
84.0,1,2.0,3,6,1,2,1,7,1,2.0,2.0,1,3,1.0,4.0,2.0,2000.0,1.0,2000.0,600.0,3,1,2,1,3,50000.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,1,1,4.0,1.0,5,1,0.0,1.0,3.0,0.0,0,0.0,0,0,1.0,3.0,2.0,1.3333333333333333,0.4
84.0,1,4.0,3,4,1,10,1,1,2,2.0,3.0,2,4,1.0,3.0,1.0,3000.0,1.0,0.0,3000.0,3,1,1,1,1,50000.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3,1,2.0,1.0,4,2,0.0,1.0,3.0,2.0,2,0.0,2,4,2.0,3.0,2.0,0.2727272727272727,2.5
84.0,1,5.0,3,3,1,30,3,1,1,2.0,3.0,2,4,1.0,2.0,2.0,3000.0,2.0,0.0,20000.0,3,1,1,1,3,70000.0,2.0,3.0,1.0,8.0,2.0,1.0,2.0,1.0,3,1,2.0,1.0,4,1,0.0,1.0,3.0,10.0,0,0.0,0,2,1.0,3.0,2.0,0.25806451612903225,3.3333333333333335
84.0,1,4.0,3,3,1,11,1,3,2,1.0,3.0,1,4,2.0,0.0,2.0,0.0,2.0,0.0,8000.0,3,2,2,1,2,90000.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,1.0,4.0,3,1.0,0,2,1.0,3.0,2.0,0.25,2.75
84.0,1,3.0,3,5,1,10,2,3,2,3.0,3.0,2,4,1.0,2.0,2.0,2000.0,1.0,0.0,13000.0,3,1,2,1,1,95000.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2,1,3.0,1.0,5,2,0.0,1.0,1.0,7.0,2,0.0,0,2,1.0,3.0,1.0,0.18181818181818182,3.3333333333333335
84.0,1,2.0,3,6,4,3,3,6,1,2.0,2.0,1,1,1.0,4.0,2.0,2000.0,1.0,450.0,2000.0,1,1,1,1,1,3000.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,2.0,1,0.0,0,0,2.0,3.0,2.0,0.75,0.75
84.0,1,5.0,3,4,1,15,2,3,1,1.0,3.0,1,3,1.0,2.0,2.0,3000.0,2.0,0.0,14000.0,3,1,1,1,1,150000.0,2.0,2.0,2.0,7.0,2.0,1.0,2.0,1.0,1,1,1.0,1.0,5,1,0.0,1.0,1.0,4.0,2,0.0,1,1,1.0,3.0,2.0,0.4375,1.875
84.0,1,3.0,3,5,4,3,2,6,1,2.0,3.0,1,3,1.0,5.0,2.0,3000.0,2.0,3000.0,700.0,3,1,2,1,1,50000.0,2.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0,1,1,4.0,1.0,5,2,0.0,1.0,1.0,3.0,1,0.0,1,0,2.0,3.0,2.0,1.25,0.5
84.0,1,2.0,3,5,4,3,2,6,1,2.0,3.0,1,2,1.0,4.0,2.0,3000.0,1.0,3000.0,900.0,2,1,2,1,1,20000.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1,1,4.0,1.0,5,2,0.0,1.0,1.0,2.0,0,0.0,0,0,2.0,3.0,1.0,0.5,1.0
84.0,1,2.0,3,3,1,6,1,3,2,2.0,3.0,2,5,1.0,5.0,2.0,3000.0,2.0,0.0,5000.0,2,1,1,1,3,60000.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2,1,2.0,0.5,5,2,0.0,1.0,1.2,6.0,6,0.0,0,2,1.0,3.0,1.0,0.42857142857142855,1.5
84.0,1,3.0,3,5,1,8,2,1,1,2.0,3.0,1,4,1.0,3.0,2.0,3000.0,2.0,5000.0,3000.0,3,1,1,1,1,60000.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,3,1,1.0,1.0,4,1,2.0,1.0,2.0,3.0,3,2.0,2,1,1.0,3.0,1.0,0.4444444444444444,1.6
84.0,1,3.0,3,4,1,6,2,3,1,2.0,2.0,1,4,1.0,1.0,2.0,2000.0,2.0,0.0,4000.0,3,1,2,1,1,50000.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,6.0,0,0.0,0,2,2.0,2.0,2.0,0.2857142857142857,2.0
84.0,1,3.0,3,5,1,10,3,3,1,2.0,3.0,1,3,1.0,4.0,2.0,3000.0,2.0,4500.0,2500.0,3,1,1,1,1,90000.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,1.0,1.0,1.0,4.0,6,0.0,0,2,2.0,3.0,1.0,0.5454545454545454,1.4285714285714286
84.0,1,1.0,3,4,1,23,1,1,2,1.0,3.0,2,5,1.0,3.0,2.0,3000.0,1.0,0.0,35000.0,2,2,2,1,2,150000.0,2.0,3.0,3.0,10.0,2.0,2.0,2.0,1.0,3,1,2.0,1.0,4,1,0.0,1.0,1.0,15.0,5,0.0,0,3,2.0,3.0,2.0,0.4166666666666667,2.090909090909091
